_type,_id,_revision,_page.next,regionas,telkinio_pav,m_vietos_kodas,m_vietos_pav,koord,data,vandens_temp,suspend_medziagos,sarmingumas,deguonis_istirpes,ph,skaidrumas,elektr_laidis,biochem_deg_suvartojimas,amonio_azotas,nitritu_azotas,nitratu_azotas,azotas_mineralinis,azotas_bendras,fosfatu_fosforas,fosforas_bendras,anglingumas,chlorofilas_a,kalcio_karbonatas,gyvsidabris,kadmis,nikelis,svinas,varis,chromas,vanadis,aliuminis,alavas,arsenas,cinkas,antracenas,fluorantenas,naftalenas,benz_a_pirenas,benz_b_fluorantenas,benz_k_fluorantenas,benz_ghi_perilenas,inden_123_cd_pirenas,p4_n_nonilfenolis,p4_n_oktilfenolis,p4_nonilfenolis_sakot,p4_tert_oktilfenolis,nonilfenoliai,pentachlorfenolis,benzenas,p12_dichloretanas,p123_trichlorbenzenas,p124_trichlorbenzenas,heksachlorbutadienas,trichloretilenas,tetrachlormetanas,dichlormetanas,tetrachloretilenas,trichlormetanas,aldrinas,dieldrinas,izodrinas,endrinas,alfa_heksachlorcikloheksanas,beta_heksachlorcikloheksanas,gama_heksachlorcikloheksanas,heksachlorbenzenas,pentachlorbenzenas,alfa_endosulfanas,beta_endosulfanas,o_p_ddt,p_p_ddd,p_p_ddt,p_p_dde,simazinas,atrazinas,diuronas,izoproturonas,chinoksifenas,aklonifenas,cibutrinas,terbutrinas,chlorpyrifosas,chlorfenvinfosas,trifluralinas,heptachloras,heptachloro_epoksidas,tributilalavo_katijonas,di2_etilheksilftalatas,bde_28,bde_47,bde_85,bde_99,bde_100,bde_153,bde_154,pcb_28,pcb_52,pcb_101,pcb_118,pcb_138,pcb_153,pcb_180,pfos,dikofolis,alachloras,bifenoksas,cipermetrinas,dichlorvosas,p4_t_oktilfenolio_dietoksilatas,p4_t_oktilfenolio_monoetoksilatas,p4_t_oktilfenolio_trietoksilatas
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,04afdd06-f704-464d-94ce-6795c2627df1,8fc81723-7a7a-4966-8d3e-15e4c810f8f3,,Vilniaus,Širvintų tvenkinys,LTL540,Širvintų HE tvenkinys,POINT (6100669 562243),2017-08-30,15.2,4.6,4.7,6.1,7.91,0.8,446.0,4.5,0.052,0.017,1.2,1.269,1.84,0.022,0.061,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,04caf026-93fb-4c70-9310-7642c70edaed,6451c53b-d73c-44dd-948c-8a4e4d154d3d,,Alytaus,Alovės ežeras,LTL192,Alovės ež.,POINT (6022198 511676),2019-05-15,13.6,5,2.9,9.2,8.5,1.3,363.0,4.9,0.06,0.009,0.54,0.609,1.5,0.009,0.053,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,04e442a0-38af-45c8-b213-65fe2f042fb0,a1723788-e637-4ad3-a915-894cc5e70ac2,,Alytaus,Obelija,LTL247,Obelija,POINT (6017997 489174),2021-09-27,12.5,3.5,3.3,9.7,8.5,3.6,341.0,1.5,0.05,0.002,0.02,0.072,0.17,0.007,0.057,,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,04f7d82c-53c8-4e14-96d0-e1cbd300d09f,8d803e94-14c3-473d-bbf7-599c67979e2d,,Vilniaus,Jurgonių tvenkinys,LTL428,Jurgonių,POINT (6012555 579160),2021-07-26,24.5,8.8,3.7,11.1,8.48,1.3,466.0,4.5,0.022,"<0,005",0.044,0.071,0.184,"<0,015",0.028,,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,04fc700e-acf2-4987-9993-2979fc3d2713,dc24b783-263b-4442-9954-c4347a8e2cca,,Utenos,Ilgys,LTL316,Ilgys,POINT (6156794 621674),2021-10-05,11.4,<2,3.9,8.6,8.3,5.7,363.0,1.4,0.04,0.006,0.34,0.386,1.3,0.003,0.01,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,052d4b39-1d6c-4bdc-b3b5-9281626deb80,9fd17252-5ea0-44fd-925e-9cf845e6d001,,Utenos,Stirniai,LTL343,Stirniai,POINT (6124518 605749),2018-01-24,1.0,<2,2.7,83.509,8.6,6.8,255.0,1.5,0.02,0.002,0.1,0.122,0.45,0.004,"<0,0083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0574bbe3-3bcf-4283-a7b4-c1f3d5a3414f,36c853b6-646d-4332-9f35-1da803618cca,,Kauno,KAUNO MARIOS,LTL71,Kauno marios,POINT (6084954 505731),2021-06-01,17.1,10,3.6,13.1,8.94,1.4,420.0,2.7,0.06,0.017,0.16,0.237,1.38,"<0,015",0.055,10.9,65.6,222,"<0,01","<0,1",1,<1,3.2,<1,<2,0.3,<30,"<0,1",<15,"<0,002","<0,003","<0,002","<0,002","<0,002","<0,002","<0,003","<0,003",-,"<0,1","<0,1",,,"<0,05","<0,2","<0,2","<0,2","<0,2","<0,1","<0,1","<0,2","<0,2","<0,1","<0,2","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,004","<0,004","<0,005","<0,005","<0,005","<0,005","<0,05","<0,05","<0,05","<0,05","<0,05","<0,05","<0,05",,"<0,5","<0,5","<0,5","<0,005","<0,005",,0.69,"<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005",,,,,,,,,"<0,001","<0,001","<0,001","<0,00005","<0,00005","<0,01","<0,01","<0,01"
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,057e2bae-0790-4d2c-849c-1f58544291fc,2af3a073-0a06-4270-92d0-ecc014940b05,,Vilniaus,Baluošai,LTL358,Baluošai,POINT (6102150 599957),2021-07-27,24.5,<2,2.9,9.0,8.31,4.4,333.0,1.9,"<0,02","<0,005",0.025,0.05,0.18,0.059,0.063,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0594e070-abd2-49f0-a757-19cc92bbf434,ec191901-5ede-4e9c-9593-4e329e340237,,Utenos,Asavas,LTL310,Asavas,POINT (6167521 638935),2018-09-19,17.9,<2,3.0,101.911,8.6,2.5,281.0,1.4,0.02,"<0,001",0.03,0.051,0.47,"<0,002",0.014,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0597bf85-ac82-48b9-8d7c-d9083c247ad8,c3bc8c68-d281-43b4-a143-ad3281b44c94,,Utenos,Šiurpys,LTL311,Šiurpys,POINT (6169946 635569),2019-06-18,23.5,<2,1.0,9.4,8.8,6.8,90.0,1.6,0.04,0.001,0.05,0.091,0.26,0.002,0.0083,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,05a03617-ac09-475a-a3f6-e37f520bd392,fa824595-ec1c-4e34-b648-ac870205f6f2,,Vilniaus,Šventas,LTL446,Šventas,POINT (6121795 629748),2020-10-08,14.3,7.3,4.1,9.0,8.42,1.2,432.0,2.3,0.065,"<0,005",0.065,0.135,0.691,"<0,015",0.016,,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,05aebade-fd5e-405f-9ac4-e1436e8c818f,8fdcce05-dcd8-4671-b04c-69685091308e,,Vilniaus,Vievis,LTL137,Vievis,POINT (6069040 552921),2018-09-24,17.5,<2,2.6,82.947,8.49,4.5,303.0,2.04,0.024,"<0,004",0.033,0.061,0.252,"<0,014","<0,014",,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,05f08970-0c32-4726-8816-6f68d14950a3,bfd22b8d-cf85-4d38-93bb-4f0cd5a6318f,,Utenos,Čičirys,LTL222,Čičirys,POINT (6187704 628556),2018-01-23,0.8,<2,3.4,94.208,8.7,6.8,323.0,2.5,0.02,0.003,0.22,0.243,0.5,0.003,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,063b5344-5d69-4693-9ca4-d27a3c1545e2,846eaf54-4343-4cf3-b0b4-e13ec0a6bd4d,,Utenos,Šventas,LTL39,Šventas,POINT (6166706 644760),2019-10-07,11.1,<2,0.98,8.9,8.2,8.6,95.0,0.9,0.03,0.001,0.02,0.051,0.18,0.002,"<0,0081",,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,065685fa-192a-42c1-b638-e4a5962c57e3,e4a03a81-16dd-4851-ab58-905f8aec0edb,,Vilniaus RAAD,Monis,LTL370,Monis,,2022-08-23,24.5,<2,0.92,7.94,8.57,5.4,108.0,0.9,"<0,02","<0,005","<0,015",0.04,0.241,"<0,015","<0,015",,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,065b0ded-4939-4d96-ae24-41626fde7028,15ecab8f-bacc-4191-a3a4-8d9123e6bfb4,,Utenos,Stirniai,LTL343,Stirniai,POINT (6124518 605749),2019-10-08,10.0,<2,2.4,8.1,8.4,6.2,245.0,1.1,0.03,0.003,0.05,0.083,0.33,"<0,002","<0,0081",,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,065fd445-e12c-4fb3-9eb1-b487f4fdfa78,759e539a-4168-48d8-881f-f5f561950670,,Panevėžio,Širvėnos ežeras,LTL437,Širvėnos ežeras,POINT (6231517 547007),2017-05-10,11.4,5.1,5.6,11.2,8.5,1.3,613.0,2.7,0.02,0.011,2.6,2.631,2.8,0.003,0.015,,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0676b134-8d30-4126-8d7b-d8e6f682d005,441c198e-1e4a-426e-a2b1-886af693323e,,Vilniaus,Sarių ežeras,LTL381,Sarių,POINT (6106781 630411),2018-04-25,9.5,<2,3.6,,8.18,2.4,338.0,2.3,0.03,"<0,004",0.294,0.327,0.436,0.028,0.032,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,068c1ad0-f40a-474f-a466-e33827f6a968,e1383e02-bf23-4d02-9c06-ef8d53332c25,,Alytaus,Seirijis,LTL193,Seirijis,POINT (6006959 489294),2018-08-21,23.1,5,3.2,107.311,8.6,5.1,268.0,2.8,0.06,0.001,0.04,0.101,0.6,0.018,0.054,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,06d241ea-23e2-428d-98db-17db68e981e1,7cf9f420-2686-48fe-99fb-1179db6103ea,,Alytaus RAAD,Guostus,LTL454,Guostus,,2022-07-22,22.6,2,2.5,10.2,8.9,1.7,268.0,4.2,0.02,0.005,0.13,0.155,0.6,0.018,0.035,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,06e0bb49-3a95-4184-b11d-cd94ad5a04ee,35918748-a176-4bb9-8b5e-64c1455ad9ee,,Utenos,Laukesas,LTL527,Laukesas,POINT (6181714 644152),2017-05-17,14.7,"<1,7",3.5,11.1,8.4,2.8,353.0,2.4,0.02,0.006,0.39,0.416,0.9,"<0,002",0.011,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,06fb15fa-ef81-48a6-ab9b-1abd2c7493e3,0312178e-7196-4663-8351-c96cef14a767,,Šiaulių,Rėkyvos ežeras,LTL64,Rėkyvos,POINT (6192439 456065),2021-08-24,18.0,34,2.3,9.2,8.6,0.5,230.0,7.9,0.019,0.001,0.013,0.033,2.3,"<0,006",0.045,,76.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,075b7d32-56b6-4c1d-8ddc-a2fe8c8df76e,ae6a0e12-56ab-4a90-91f1-ecad13ba2bd8,,Vilniaus,Kančioginas,LTL386,Kančioginas,POINT (6122858 648752),2018-04-25,10.9,2.9,3.8,,8.13,1.8,309.0,2.3,0.043,0.008,0.573,0.624,0.731,"<0,014",0.019,,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0786a20d-83c2-478f-9383-e8320b7c0500,cae6ee9c-2b76-4d91-827a-7e8b3d77582c,,Alytaus,Zapsys,LTL241,Zapsys,POINT (5998028 471189),2017-08-28,19.1,5,2.4,6.8,8.1,2.6,388.0,2.9,0.03,0.002,0.07,0.102,0.8,0.011,0.016,,23.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,07c3c51a-6b57-4ea0-97ed-309df2aa758b,db4577a8-0e38-4eda-afd0-845afba1020a,,Vilniaus RAAD,Galvė,LTL168,Galvė,,2022-07-19,19.8,<2,2.4,10.2,8.52,6.1,299.0,1.0,0.024,0.005,0.064,0.093,0.77,"<0,015",0.025,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,07c63fe8-8145-42a6-9ca3-8452857cfa75,2b413263-d91a-48b9-bce1-235b402c5b31,,Šiaulių,Petraičių tvenkinys,LTL545,Petraičių tvenkinys,POINT (6198329 474729),2020-08-18,23.0,56,4.8,7.1,9.0,0.35,737.0,9.4,0.038,"<0,001",0.033,0.072,4.9,0.15,0.58,,74.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,07c7368d-a502-4035-a4e6-4cb90996e824,281f1197-6e54-4989-8089-b63e0e0f5083,,Klaipėdos,Lazdininkų tvenkinys,LTL263,Lazdininkų tvenkinys,POINT (6213336 324740),2019-08-22,22.0,1.7,3.2,8.1,7.6,2.8,309.0,4.1,0.039,"<0,001",0.013,0.053,1.0,0.01,0.032,,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0832ed2a-4729-42a3-a0e7-c238ccc31d88,acc7e0dd-05c2-4e11-9def-a999ce1b2bf1,,Alytaus,Juodas Kauknoris,LTL174,Juodas Kauknoris,POINT (5987342 470399),2017-05-15,15.2,3.5,2.7,10.8,8.3,3.1,306.0,3.5,0.03,0.004,0.05,0.084,0.5,"<0,006",0.023,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,08fa50ff-f301-4858-ae68-67a807ddf1e3,01dea75f-8608-4ea9-9c00-31e9de8ef065,,Šiaulių,Paežerių ežeras,LTL461,Paežerių,POINT (6202156 424935),2018-10-23,10.0,8,2.9,,8.6,1.4,420.0,2.9,0.019,0.003,"<0,003",0.025,0.93,"<0,005",0.037,,14.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,09b11564-4ed1-4301-beab-05ba216374e4,429d3fc4-e444-4007-81df-270ec7f5934d,,Alytaus,Baltosios Ančios HE tvenkinys,LTL189,Baltosios Ančios HE tvenkinys,POINT (5981346 485415),2017-07-19,21.0,4,1.5,10.3,8.5,2.1,345.0,2.6,0.07,0.003,0.1,0.173,0.5,0.009,0.074,,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,09e15aa3-f81a-4a58-be2c-b059aa07cf52,9de0dc0f-57cf-4ba4-8e67-02f046951c5c,,Vilniaus,Lazdinių ežeras,LTL389,Lazdinių ežeras,POINT (6121375 667846),2019-08-22,20.5,5,4.5,8.4,8.66,1.6,467.0,2.9,0.018,"<0,005",0.123,0.146,0.612,"<0,015",0.064,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,09ef0e19-da38-4082-bb11-7956af8063e4,7f5e355e-1a1b-474a-9eb7-cd8eaff97f92,,Utenos,Svirkų ežeras,LTL388,Svirkų ežeras,POINT (6130406 669588),2019-08-22,20.7,11,3.9,8.2,8.43,0.6,430.0,8.7,0.019,"<0,005",0.069,0.093,0.475,"<0,015",0.069,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0a199842-7cac-4297-bfea-1c8b8934abe0,eda07347-a335-4649-a9a2-d447a6e3a13e,,Aplinkos apsaugos departamento Šiaulių valdyba,Juodeikių tvenkinys,LTL268,Juodeikių,,2022-08-17,24.0,6.2,4,6.3,7.9,4.0,392.0,3.0,0.04,0.003,0.011,0.054,0.83,"<0,006",0.038,,9.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0a2e800d-2600-46ff-9b37-4960ff433260,a19b44a2-ce18-43dd-993a-f1b9d78df940,,Vilniaus,Kadrėnų tvenkinys,LTL162,Kadrėnų tvenkinys,POINT (6130624 552576),2017-07-25,20.1,3.2,4.2,10.7,8.41,1.1,530.0,4.8,0.049,0.044,1.827,1.92,2.43,0.04,0.042,,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0a2f7afe-26ab-440e-8014-dacd203f53d3,fd5ef8a8-86e2-4704-ac9b-582d21a2207a,,Vilniaus,Jurgonių tvenkinys,LTL428,Jurgonių,POINT (6012555 579160),2021-10-06,10.2,3.7,3.6,10.4,8.3,2.1,469.0,3.9,"<0,02",0.014,0.727,0.761,0.77,"<0,015",0.024,,32.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0a5e55a8-290d-49da-b173-b69e3b6a7e3c,119bfc53-bacd-4c20-bf3f-466fb5421336,,Vilniaus,Šventas,LTL446,Šventas,POINT (6121795 629748),2020-05-20,12.8,6.2,4.4,11.8,8.61,0.7,476.0,6,0.038,0.006,1.76,1.804,2.23,"<0,015",0.023,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0a610ff9-7526-4e40-930e-bfb67f4cdec2,ef95d5b1-642b-4c17-8372-25a90cba4d38,,Panevėžio,Kupiškio tvenkinys,LTL417,Kupiškio,POINT (6191998 561083),2017-05-10,11.4,4.7,4.8,12.1,8.6,1.7,509.0,1.2,0.014,0.015,3.4,3.429,4.1,"<0,002",0.017,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0a8462c7-f1f9-4f4a-8e56-bb2467153b88,36a6eb1f-298b-4b3b-9dea-9d2a61a3c20d,,Alytaus,Sagavas,LTL249,Sagavas,POINT (6009029 490181),2019-07-17,19.6,6,3.2,9.6,8.6,4.0,415.0,3,0.03,0.002,0.1,0.127,0.9,0.014,0.059,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0a9bd12a-9744-47dd-a19f-4fd04150ebf7,4baa9052-96b4-4a31-a8cf-76c2c79a5cef,,Marijampolės,Paežerių ežeras,LTL246,Paežerių ež.,POINT (6057176 434711),2020-07-29,20.7,6,3.5,8.3,8.5,1.9,468.0,2.4,0.03,0.004,0.21,0.244,1.2,0.031,0.051,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0ac9c9a9-f357-47e3-879b-080a7d6aacd3,bbe7c04e-e14a-497c-96f0-9d6c68de7475,,Vilniaus,Spėra,LTL114,Spėra,POINT (6087485 557081),2019-05-22,20.2,3.8,2.5,9.15,8.15,0.8,273.0,3.6,0.022,0.014,0.105,0.141,0.619,"<0,015",0.021,,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0af9b78c-3571-453c-9aec-31c9b48a3ea9,ea79eef7-300c-4c5c-bc86-68ee26d12531,,Alytaus,Vabalių ežeras,LTL379,Vabalių ežeras,POINT (6016717 507296),2018-05-23,19.6,3.5,1.0,109.89,8.5,3,99.0,1.8,0.02,0.004,0.05,0.074,0.4,"<0,007",0.012,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,0b2b4953-41fc-4050-b464-fd44ef414111,dae07008-4f4e-421b-9690-1d2107049ab0,,Utenos,Drūkšiai,LTL52,Drūkšiai,POINT (6169167 664078),2021-05-25,11.9,<2,2.6,9.4,8.4,5.8,271.0,1.3,"<0,014",0.043,0.08,0.137,0.48,0.002,0.016,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
